School_ID,Short_Name,Long_Name,School_Type,Primary_Category,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Progress_Report_Year,Blue_Ribbon_Award_Year,Excelerate_Award_Gold_Year,Spot_Light_Award_Year,Improvement_Award_Year,Excellence_Award_Year,Student_Growth_Rating,Student_Growth_Description,Growth_Reading_Grades_Tested_Pct_ES,Growth_Reading_Grades_Tested_Label_ES,Growth_Math_Grades_Tested_Pct_ES,Growth_Math_Grades_Tested_Label_ES,Student_Attainment_Rating,Student_Attainment_Description,Attainment_Reading_Pct_ES,Attainment_Reading_Lbl_ES,Attainment_Math_Pct_ES,Attainment_Math_Lbl_ES,Culture_Climate_Rating,Culture_Climate_Description,School_Survey_Student_Response_Rate_Pct,School_Survey_Student_Response_Rate_Avg_Pct,School_Survey_Teacher_Response_Rate_Pct,School_Survey_Teacher_Response_Rate_Avg_Pct,School_Survey_Parent_Response_Rate_Pct,School_Survey_Parent_Response_Rate_Avg_Pct,Healthy_School_Certification,Healthy_School_Certification_Description,Creative_School_Certification,Creative_School_Certification_Description,NWEA_Reading_Growth_Grade_3_Pct,NWEA_Reading_Growth_Grade_3_Lbl,NWEA_Reading_Growth_Grade_4_Pct,NWEA_Reading_Growth_Grade_4_Lbl,NWEA_Reading_Growth_Grade_5_Pct,NWEA_Reading_Growth_Grade_5_Lbl,NWEA_Reading_Growth_Grade_6_Pct,NWEA_Reading_Growth_Grade_6_Lbl,NWEA_Reading_Growth_Grade_7_Pct,NWEA_Reading_Growth_Grade_7_Lbl,NWEA_Reading_Growth_Grade_8_Pct,NWEA_Reading_Growth_Grade_8_Lbl,NWEA_Math_Growth_Grade_3_Pct,NWEA_Math_Growth_Grade_3_Lbl,NWEA_Math_Growth_Grade_4_Pct,NWEA_Math_Growth_Grade_4_Lbl,NWEA_Math_Growth_Grade_5_Pct,NWEA_Math_Growth_Grade_5_Lbl,NWEA_Math_Growth_Grade_6_Pct,NWEA_Math_Growth_Grade_6_Lbl,NWEA_Math_Growth_Grade_7_Pct,NWEA_Math_Growth_Grade_7_Lbl,NWEA_Math_Growth_Grade_8_Pct,NWEA_Math_Growth_Grade_8_Lbl,NWEA_Reading_Attainment_Grade_2_Pct,NWEA_Reading_Attainment_Grade_2_Lbl,NWEA_Reading_Attainment_Grade_3_Pct,NWEA_Reading_Attainment_Grade_3_Lbl,NWEA_Reading_Attainment_Grade_4_Pct,NWEA_Reading_Attainment_Grade_4_Lbl,NWEA_Reading_Attainment_Grade_5_Pct,NWEA_Reading_Attainment_Grade_5_Lbl,NWEA_Reading_Attainment_Grade_6_Pct,NWEA_Reading_Attainment_Grade_6_Lbl,NWEA_Reading_Attainment_Grade_7_Pct,NWEA_Reading_Attainment_Grade_7_Lbl,NWEA_Reading_Attainment_Grade_8_Pct,NWEA_Reading_Attainment_Grade_8_Lbl,NWEA_Math_Attainment_Grade_2_Pct,NWEA_Math_Attainment_Grade_2_Lbl,NWEA_Math_Attainment_Grade_3_Pct,NWEA_Math_Attainment_Grade_3_Lbl,NWEA_Math_Attainment_Grade_4_Pct,NWEA_Math_Attainment_Grade_4_Lbl,NWEA_Math_Attainment_Grade_5_Pct,NWEA_Math_Attainment_Grade_5_Lbl,NWEA_Math_Attainment_Grade_6_Pct,NWEA_Math_Attainment_Grade_6_Lbl,NWEA_Math_Attainment_Grade_7_Pct,NWEA_Math_Attainment_Grade_7_Lbl,NWEA_Math_Attainment_Grade_8_Pct,NWEA_Math_Attainment_Grade_8_Lbl,School_Survey_Involved_Families,School_Survey_Supportive_Environment,School_Survey_Ambitious_Instruction,School_Survey_Effective_Leaders,School_Survey_Collaborative_Teachers,School_Survey_Safety,Suspensions_Per_100_Students_Year_1_Pct,Suspensions_Per_100_Students_Year_2_Pct,Suspensions_Per_100_Students_Avg_Pct,Misconducts_To_Suspensions_Year_1_Pct,Misconducts_To_Suspensions_Year_2_Pct,Misconducts_To_Suspensions_Avg_Pct,Average_Length_Suspension_Year_1_Pct,Average_Length_Suspension_Year_2_Pct,Average_Length_Suspension_Avg_Pct,Behavior_Discipline_Year_1,Behavior_Discipline_Year_2,School_Survey_School_Community,School_Survey_Parent_Teacher_Partnership,School_Survey_Quality_Of_Facilities,Student_Attendance_Year_1_Pct,Student_Attendance_Year_2_Pct,Student_Attendance_Avg_Pct,Teacher_Attendance_Year_1_Pct,Teacher_Attendance_Year_2_Pct,Teacher_Attendance_Avg_Pct,One_Year_Dropout_Rate_Year_1_Pct,One_Year_Dropout_Rate_Year_2_Pct,One_Year_Dropout_Rate_Avg_Pct,Other_Metrics_Year_1,Other_Metrics_Year_2,Freshmen_On_Track_School_Pct_Year_2,Freshmen_On_Track_CPS_Pct_Year_2,Freshmen_On_Track_School_Pct_Year_1,Freshmen_On_Track_CPS_Pct_Year_1,Graduation_4_Year_School_Pct_Year_2,Graduation_4_Year_CPS_Pct_Year_2,Graduation_4_Year_School_Pct_Year_1,Graduation_4_Year_CPS_Pct_Year_1,Graduation_5_Year_School_Pct_Year_2,Graduation_5_Year_CPS_Pct_Year_2,Graduation_5_Year_School_Pct_Year_1,Graduation_5_Year_CPS_Pct_Year_1,College_Enrollment_School_Pct_Year_2,College_Enrollment_CPS_Pct_Year_2,College_Enrollment_School_Pct_Year_1,College_Enrollment_CPS_Pct_Year_1,College_Persistence_School_Pct_Year_2,College_Persistence_CPS_Pct_Year_2,College_Persistence_School_Pct_Year_1,College_Persistence_CPS_Pct_Year_1,Progress_Toward_Graduation_Year_1,Progress_Toward_Graduation_Year_2,State_School_Report_Card_URL,Mobility_Rate_Pct,Chronic_Truancy_Pct,Empty_Progress_Report_Message,School_Survey_Rating_Description,Supportive_School_Award,Supportive_School_Award_Desc,Parent_Survey_Results_Year,School_Latitude,School_Longitude,Location,PSAT_Grade_9_Score_School_Avg,PSAT_Grade_10_Score_School_Avg,SAT_Grade_11_Score_School_Avg,SAT_Grade_11_Score_CPS_Avg,Growth_PSAT_Grade_9_School_Pct,Growth_PSAT_Grade_9_School_Lbl,Growth_PSAT_Reading_Grade_10_School_Pct,Growth_PSAT_Reading_Grade_10_School_Lbl,Growth_SAT_Grade_11_School_Pct,Growth_SAT_Grade_11_School_Lbl,Attainment_PSAT_Grade_9_School_Pct,Attainment_PSAT_Grade_9_School_Lbl,Attainment_PSAT_Grade_10_School_Pct,Attainment_PSAT_Grade_10_School_Lbl,Attainment_SAT_Grade_11_School_Pct,Attainment_SAT_Grade_11_School_Lbl,Attainment_All_Grades_School_Pct,Attainment_All_Grades_School_Lbl,Growth_PSAT_Math_Grade_10_School_Pct,Growth_PSAT_Math_Grade_10_School_Lbl,Growth_SAT_Reading_Grade_11_School_Pct,Growth_SAT_Reading_Grade_11_School_Lbl,Growth_SAT_Math_Grade_11_School_Pct,Growth_SAT_Math_Grade_11_School_Lbl
609909,EVERETT,Edward Everett Elementary School,Neighborhood,ES,3419 S BELL AVE,Chicago,Illinois,60608,7735354550,7735354615,https://www.cps.edu/schools/schoolprofiles/609909,https://everett.cps.edu,2024,,2024,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,Well Organized,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",90.5,78.6,72.7,71.6,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong,Very Strong,Very Strong,Strong,Very Strong,WEAK,,,4.2,,,10.8,,,2.0 days,2022,2023,,,,94.7,96,88.3,95.7,94.1,94,,,,2022,2023,,,,,,,,,,,,,,,,,,,,,2022,2023,http://iirc.niu.edu/School.aspx?schoolid=150162990252192,15.8,,,,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2023,41.831555,-87.68131,POINT (-87.68131 41.831555),,,0,933,,,,,,,,,,,,,,,,,,,,
609910,FALCONER,Laughlin Falconer Elementary School,Neighborhood,ES,3020 N LAMON AVE,Chicago,Illinois,60641,7735343560,7735343636,https://www.cps.edu/schools/schoolprofiles/609910,https://falconerelementary.com,2024,,2024,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,Well Organized,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",99.9,78.6,74.7,71.6,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong,Strong,Strong,Strong,Strong,NEUTRAL,,0.2,4.2,,3.1,10.8,,1.0 days,2.0 days,2022,2023,,,,87.8,90.2,88.3,93,94,94,,,,2022,2023,,,,,,,,,,,,,,,,,,,,,2022,2023,http://iirc.niu.edu/School.aspx?schoolid=150162990252194,9.5,37.3,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2023,41.935785,-87.749331,POINT (-87.749331 41.935785),,,0,933,,,,,,,,,,,,,,,,,,,,
609912,FARNSWORTH,James B Farnsworth Elementary School,Neighborhood,ES,5414 N LINDER AVE,Chicago,Illinois,60630,7735343535,7735343515,https://www.cps.edu/schools/schoolprofiles/609912,http://www.farnsworthschool.com,2024,,2024,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,Organized,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",70.1,78.6,41.6,71.6,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Strong,,,NEUTRAL,,0.8,4.2,,8.7,10.8,,2.0 days,2.0 days,2022,2023,,,,89.8,90.7,88.3,93.9,94.4,94,,,,2022,2023,,,,,,,,,,,,,,,,,,,,,2022,2023,http://iirc.niu.edu/School.aspx?schoolid=150162990252198,7.9,27.2,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2023,41.97979,-87.766072,POINT (-87.766072 41.97979),,,0,933,,,,,,,,,,,,,,,,,,,,
609917,FERNWOOD,Fernwood Elementary School,Neighborhood,ES,10041 S UNION AVE,Chicago,Illinois,60628,7735352700,7735352711,https://www.cps.edu/schools/schoolprofiles/609917,http://www.fernwoodelementary.org/,2024,,2024,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,Moderately Organized,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",82.4,78.6,57.1,71.6,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,INCOMPLETE DATA,"This school has an arts designation of Incomplete Data, and may or may not meet the goals and priorities of the CPS Arts Education Plan, but the school has insufficient data available to complete an assessment. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Strong,Neutral,Weak,WEAK,,,4.2,,,10.8,,,2.0 days,2022,2023,,,,88.6,92.6,88.3,94.5,95.9,94,,,,2022,2023,,,,,,,,,,,,,,,,,,,,,2022,2023,http://iirc.niu.edu/School.aspx?schoolid=150162990252202,9.4,26.8,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2023,41.711184,-87.640414,POINT (-87.640414 41.711184),,,0,933,,,,,,,,,,,,,,,,,,,,
609918,FIELD,Eugene Field Elementary School,Neighborhood,ES,7019 N ASHLAND AVE,Chicago,Illinois,60626,7735342030,7735342189,https://www.cps.edu/schools/schoolprofiles/609918,https://eugenefield.org,2024,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,Partially Organized,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",76.3,78.6,72.7,71.6,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weak,Neutral,,,VERY WEAK,,,4.2,,,10.8,,,2.0 days,2022,2023,,,,91,91.5,88.3,92.9,95,94,,,,2022,2023,,,,,,,,,,,,,,,,,,,,,2022,2023,http://iirc.niu.edu/School.aspx?schoolid=150162990252203,15.8,32,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2023,42.009664,-87.669985,POINT (-87.669985 42.009664),,,0,933,,,,,,,,,,,,,,,,,,,,
609919,FISKE,John Fiske Elementary School,Neighborhood,ES,6020 S LANGLEY AVE,Chicago,Illinois,60637,7735350990,7735350580,https://www.cps.edu/schools/schoolprofiles/609919,https://fiskeelementary.org,2024,,2024,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,Partially Organized,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",84.8,78.6,64.1,71.6,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,INCOMPLETE DATA,"This school has an arts designation of Incomplete Data, and may or may not meet the goals and priorities of the CPS Arts Education Plan, but the school has insufficient data available to complete an assessment. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Weak,Neutral,Neutral,Weak,VERY WEAK,4.6,7.6,4.2,9.9,13.4,10.8,2.9 days,2.5 days,2.0 days,2022,2023,,,,85.3,87.1,88.3,90.9,91.8,94,,,,2022,2023,,,,,,,,,,,,,,,,,,,,,2022,2023,http://iirc.niu.edu/School.aspx?schoolid=150162990252204,20.3,47.5,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2023,41.785183,-87.608633,POINT (-87.608633 41.785183),,,0,933,,,,,,,,,,,,,,,,,,,,
609920,KANOON,Gerald Delgado Kanoon Elementary Magnet School,Neighborhood,ES,2233 S KEDZIE AVE,Chicago,Illinois,60623,7735341736,7735341740,https://www.cps.edu/schools/schoolprofiles/609920,https://kanoonmagnet.com,2024,,2024,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,Well Organized,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",87,78.6,71.1,71.6,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong,Neutral,Neutral,Strong,Strong,WEAK,0.7,0.7,4.2,6.1,6.3,10.8,1.7 days,1.0 days,2.0 days,2022,2023,,,,86.1,88.8,88.3,91.8,94,94,,,,2022,2023,,,,,,,,,,,,,,,,,,,,,2022,2023,http://iirc.niu.edu/School.aspx?schoolid=150162990252806,8.7,43.9,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2023,41.850771,-87.705112,POINT (-87.705112 41.850771),,,0,933,,,,,,,,,,,,,,,,,,,,
609921,TELPOCHCALLI,Telpochcalli Elementary School,Neighborhood,ES,2832 W 24TH BLVD,Chicago,Illinois,60623,7735341402,7735341404,https://www.cps.edu/schools/schoolprofiles/609921,http://www.telpochcalli.cps.edu,2024,,2024,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,Well Organized,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",74,78.6,79.4,71.6,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Strong,Strong,Strong,Strong,Very Strong,WEAK,,,4.2,,,10.8,,,2.0 days,2022,2023,,,,87.7,88.7,88.3,90.7,94.2,94,,,,2022,2023,,,,,,,,,,,,,,,,,,,,,2022,2023,http://iirc.niu.edu/School.aspx?schoolid=150162990252901,10.4,42.7,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2023,41.847947,-87.696006,POINT (-87.696006 41.847947),,,0,933,,,,,,,,,,,,,,,,,,,,
609922,BELMONT-CRAGIN,Belmont-Cragin Elementary School,Small,ES,6112 W FULLERTON AVE,Chicago,Illinois,60639,7735342900,7735342907,https://www.cps.edu/schools/schoolprofiles/609922,https://belmontcragin.cps.edu,2024,,2024,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,Organized,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",99.9,78.6,82.1,71.6,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong,Neutral,Neutral,Neutral,Neutral,WEAK,,,4.2,,,10.8,,,2.0 days,2022,2023,,,,90.1,91.4,88.3,92.3,93.9,94,,,,2022,2023,,,,,,,,,,,,,,,,,,,,,2022,2023,http://iirc.niu.edu/School.aspx?schoolid=150162990252923,8.2,34,,,EXEMPLARY,"This school has a strong commitment and robust systems to support social and emotional learning (SEL).  Documents, observations, and interviews with students, parents, and other members of the school community demonstrate that SEL is a core part of students’ experience and the learning environment meets CPS School Climate Standards.",2023,41.92095,-87.757343,POINT (-87.757343 41.92095),,,0,933,,,,,,,,,,,,,,,,,,,,
609924,FORT DEARBORN,Fort Dearborn Elementary School,Neighborhood,ES,9025 S THROOP ST,Chicago,Illinois,60620,7735352680,7735352891,https://www.cps.edu/schools/schoolprofiles/609924,https://fortdearborn.cps.edu,2024,,2024,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,Moderately Organized,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",92.7,78.6,60.5,71.6,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Weak,Strong,Neutral,Neutral,VERY WEAK,,4.9,4.2,,69.6,10.8,,2.4 days,2.0 days,2022,2023,,,,88.5,89.2,88.3,92.1,93.2,94,,,,2022,2023,,,,,,,,,,,,,,,,,,,,,2022,2023,http://iirc.niu.edu/School.aspx?schoolid=150162990252206,13.7,42.4,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2023,41.729673,-87.655481,POINT (-87.655481 41.729673),,,0,933,,,,,,,,,,,,,,,,,,,,
609925,KELLMAN,Joseph Kellman Corporate Community ES,Neighborhood,ES,3030 W ARTHINGTON ST,Chicago,Illinois,60612,7735346602,7735346601,https://www.cps.edu/schools/schoolprofiles/609925,http://www.kellman.cps.edu/,2024,,2024,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,Organized,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",99.9,78.6,80,71.6,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,INCOMPLETE DATA,"This school has an arts designation of Incomplete Data, and may or may not meet the goals and priorities of the CPS Arts Education Plan, but the school has insufficient data available to complete an assessment. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Strong,Neutral,Neutral,WEAK,,,4.2,,,10.8,,,2.0 days,2022,2023,,,,89.6,91.4,88.3,93.3,93.4,94,,,,2022,2023,,,,,,,,,,,,,,,,,,,,,2022,2023,http://iirc.niu.edu/School.aspx?schoolid=150162990252892,,32.3,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2023,41.870168,-87.702163,POINT (-87.702163 41.870168),,,0,933,,,,,,,,,,,,,,,,,,,,
609926,FRANKLIN,Franklin Elementary Fine Arts Center,Magnet,ES,225 W EVERGREEN AVE,Chicago,Illinois,60610,7735348510,7735348022,https://www.cps.edu/schools/schoolprofiles/609926,https://franklinfineartscenter.net,2024,,,,,2012,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,Organized,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",99.6,78.6,85.7,71.6,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong,Neutral,Neutral,Neutral,Neutral,NEUTRAL,3.7,1.1,4.2,16,8.2,10.8,1.4 days,1.5 days,2.0 days,2022,2023,,,,91.9,94,88.3,93.1,95.3,94,,,,2022,2023,,,,,,,,,,,,,,,,,,,,,2022,2023,http://iirc.niu.edu/School.aspx?schoolid=150162990252207,,17.2,,,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2023,41.9066,-87.635513,POINT (-87.635513 41.9066),,,0,933,,,,,,,,,,,,,,,,,,,,
